Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent)
37.220390811771146,-118.6310936485286,1215,3985,0.7547328108129997,3023,9918,8,55,Forest,50
37.22025462095797,-118.63127490979828,1237,4057,0.7684596975143327,3027,9931,12,61,Forest,21
37.220281120008714,-118.63155887999127,1262,4141,0.7842082752307576,3032,9948,17,50,Forest,21
37.22016530004208,-118.63178342005891,1286,4218,0.7989442863458454,3035,9957,10,48,Forest,47
37.22026856702587,-118.63209312172417,1316,4316,0.8174383049080965,3038,9967,11,204,Forest,41
37.22016867620434,-118.63241176552512,1346,4416,0.8363008139244718,3041,9977,10,222,Forest,45
37.22006521311146,-118.63273011350321,1376,4516,0.8552401655828169,3045,9990,13,73,Shrub,17
37.21994425687167,-118.63303746290468,1407,4615,0.8741241227987528,3050,10007,17,105,Shrub,15
37.219760085613686,-118.6332874036846,1437,4714,0.8928811114439376,3057,10030,26,100,Forest,24
37.21959999960163,-118.63356529484409,1467,4814,0.9117733202804478,3067,10062,28,115,Forest,24
37.219776447648336,-118.63371873583182,1491,4893,0.926619065093106,3076,10092,28,102,Shrub,15
37.219893711612535,-118.63381911628272,1507,4944,0.9364355502939602,3083,10115,26,100,Shrub,15
37.220159923936905,-118.63379765720165,1537,5042,0.9548875120410583,3089,10135,25,128,Shrub,22
37.22041896445401,-118.63378464272769,1566,5136,0.9728198321772914,3094,10151,23,105,Shrub,22
37.22063328776883,-118.63385515987157,1590,5217,0.988145095565671,3099,10167,22,104,Shrub,15
37.22057774524167,-118.6340315318448,1607,5273,0.9985920047250023,3103,10180,23,98,Shrub,20
37.22035620980297,-118.63411588822677,1633,5357,1.0146047081716603,3107,10194,24,119,Shrub,20
37.220306144715046,-118.63444132844606,1662,5454,1.032861919842625,3112,10210,18,124,Shrub,18
37.22050048225966,-118.63457801479724,1687,5535,1.0482691762594487,3117,10226,16,104,Shrub,19
37.220763306744146,-118.63464667331397,1717,5633,1.0668380875036878,3120,10236,17,86,Forest,19
37.220983136325216,-118.63472319542765,1742,5716,1.0826171950745935,3124,10249,19,75,Forest,23
37.220975936588346,-118.63491812682332,1760,5773,1.0933657797193257,3130,10269,20,61,Forest,23
37.2207534424701,-118.63510759027093,1790,5871,1.1119604336296192,3136,10289,19,76,Forest,18
37.22051640873915,-118.63527928468893,1820,5971,1.130888165724081,3143,10312,17,79,Shrub,20
37.220291489030785,-118.63547536853726,1850,6071,1.149827517955511,3150,10335,19,80,Shrub,21
37.22005266020256,-118.63563722951088,1881,6170,1.1685997238133,3154,10348,23,110,Forest,23
37.219821780970776,-118.63580698903544,1910,6268,1.1871058776552197,3156,10354,26,124,Shrub,16
37.2196248273883,-118.63604584763547,1941,6368,1.206045224058067,3159,10364,22,119,Shrub,21
37.21943453796199,-118.63629002747271,1971,6467,1.2248641251652221,3162,10374,16,103,Forest,27
37.21928285200948,-118.63657072198579,2001,6566,1.2435493680110332,3166,10387,10,91,Shrub,19
37.219061832446215,-118.63676423648074,2031,6664,1.2621865420261735,3173,10410,16,68,Forest,16
37.21884409471641,-118.63693265515462,2060,6758,1.2798754304102147,3178,10427,30,84,Forest,29
37.21858675757015,-118.63695324242983,2088,6852,1.2977116788910816,3185,10449,18,90,Shrub,26
37.21846641398331,-118.63724510211686,2118,6948,1.3158154425693098,3194,10479,30,105,Shrub,15
37.218573893618625,-118.63745831914412,2140,7021,1.3297153271323299,3202,10505,27,98,Shrub,17
37.218340393733406,-118.63759281488315,2169,7115,1.34748468469957,3208,10525,25,123,Shrub,10
37.21828893522996,-118.63790787045991,2197,7208,1.3652001789323192,3215,10548,24,135,Shrub,10
37.218353062474804,-118.6381769375252,2222,7290,1.3806707586995977,3222,10571,24,124,Shrub,0
37.21853236830026,-118.63820631699743,2242,7356,1.393178582066602,3231,10600,26,127,Shrub,9
37.21857828692836,-118.63843728055447,2263,7425,1.4062912199462538,3239,10627,28,134,Shrub,9
37.21850070080592,-118.63876702157484,2294,7525,1.4252305774654772,3244,10643,10,136,Shrub,8
37.21834992260544,-118.63904,2323,7622,1.4435299804312465,3247,10653,6,117,Shrub,8
37.218294888432325,-118.63919772819216,2338,7672,1.4530155125621207,3249,10659,6,120,Shrub,0
37.218257637817494,-118.63952690279085,2368,7769,1.4713296334971289,3252,10669,6,91,Shrub,8
37.21804786571172,-118.63973686750225,2398,7867,1.489885044381187,3253,10673,6,63,Shrub,0
37.21785709848519,-118.63997538852752,2428,7965,1.508506049664648,3253,10673,6,286,Shrub,0
37.21765088906696,-118.64011725937799,2454,8051,1.524770158748642,3252,10669,7,213,Shrub,0
37.21739205401713,-118.640191562188,2483,8148,1.5431357977893172,3251,10666,6,108,Shrub,8
37.21714026028806,-118.64012,2512,8242,1.5609930348514212,3252,10669,12,49,Shrub,0
37.2169409778518,-118.6402077016296,2536,8319,1.5755995453051734,3255,10679,12,29,Shrub,21
37.216697778125116,-118.64030597148414,2564,8412,1.5932712891304472,3260,10696,11,76,Shrub,22
37.21655848146601,-118.64060197688474,2595,8512,1.6122106384981836,3265,10712,13,73,Shrub,16
37.21639186499102,-118.64086813500897,2625,8611,1.630859351076583,3268,10722,4,138,Shrub,13
37.216202596516354,-118.64111194076591,2655,8710,1.6496145789513088,3270,10728,1,200,Shrub,9
37.21602736915171,-118.64136841593803,2685,8808,1.668229215856124,3270,10728,1,150,Shrub,9
37.21587606521662,-118.64163786956675,2714,8904,1.6863907494662767,3267,10719,6,254,Shrub,0
37.21573047241749,-118.64192905516501,2744,9004,1.7053301061234594,3264,10709,22,285,Shrub,0
37.2154973386204,-118.64209269211855,2774,9102,1.7238043922339121,3263,10705,19,315,Shrub,17
37.215313258769456,-118.64234320654491,2804,9201,1.7425808945920318,3263,10705,21,332,Shrub,17
37.215184799664854,-118.64264683715578,2835,9301,1.761520245848287,3264,10709,22,338,Shrub,27
37.215036228719974,-118.64293403404804,2865,9400,1.7803854301329591,3267,10719,19,93,Shrub,26
37.21494673268462,-118.64293598299118,2875,9433,1.7865768547406882,3272,10735,24,215,Shrub,26
37.214738602824944,-118.64307089419204,2901,9519,1.8027783324262927,3278,10755,24,276,Shrub,15
37.214494654743916,-118.64322702096389,2932,9619,1.8217176899059893,3284,10774,26,245,Forest,18
37.214296131671425,-118.64343215576373,2960,9713,1.8395013241462475,3292,10801,27,100,Forest,30
37.21409451852527,-118.64366478631699,2991,9813,1.8584406814869259,3301,10830,39,106,Shrub,19
37.213919425090026,-118.6439290211596,3021,9913,1.8773761602826087,3310,10860,37,125,Forest,19
37.2137273009601,-118.64417053980799,3052,10012,1.896180764253945,3316,10879,41,108,Shrub,18
37.2134923057424,-118.64431075168159,3081,10107,1.9141772636292882,3323,10902,38,112,Shrub,19
37.21341969894875,-118.6445602472921,3104,10184,1.9288100016953844,3326,10912,31,130,Shrub,19
37.21319056598995,-118.64474846365111,3135,10284,1.9477493573933031,3324,10906,25,136,Shrub,0
37.21294692874905,-118.64467591244262,3162,10376,1.9650693119266418,3322,10899,17,114,Shrub,9
37.21278965219949,-118.6445455183848,3183,10444,1.978105667412782,3322,10899,11,324,Shrub,8
37.21259666410286,-118.64475190567757,3212,10537,1.9956401859005701,3325,10909,30,38,Shrub,7
37.21233642112896,-118.64482642112895,3241,10634,2.0141034370833126,3327,10915,10,114,Shrub,9
37.21212075711304,-118.64465434281739,3270,10728,2.031778091866869,3331,10928,13,345,Shrub,9
37.211865773793924,-118.64459058346347,3299,10823,2.049761769342364,3334,10938,21,65,Grassland,0
37.211592134914476,-118.64457855538086,3329,10923,2.0687011268774604,3332,10932,29,110,Grassland,0
37.21131849603563,-118.64456652729827,3360,11023,2.087640484454849,3328,10919,32,121,Shrub,0
37.2110749512756,-118.64466236016473,3388,11116,2.1052944622707184,3327,10915,32,109,Grassland,0
37.21083946244241,-118.64479243004608,3417,11210,2.123089701448861,3325,10909,29,100,Grassland,8
37.2105923706914,-118.64481707393824,3444,11300,2.1402350172309084,3324,10906,32,106,Shrub,8
37.21033339240126,-118.64490090597045,3474,11398,2.1587344178556,3321,10896,32,115,Shrub,12
37.21008798322708,-118.64504867412131,3504,11498,2.177560464582742,3318,10886,31,136,Shrub,0
37.20989563295774,-118.64524689887322,3532,11588,2.1947729506813283,3318,10886,21,137,Shrub,0
37.2097998296473,-118.6455288075311,3559,11678,2.2116578346684364,3324,10906,28,131,Shrub,16
37.209873210840655,-118.64579100964616,3584,11758,2.2269682287829395,3326,10912,35,133,Shrub,16
37.209611183825494,-118.64576642617718,3613,11854,2.245143319002967,3329,10922,18,66,Shrub,16
37.20942,-118.64560382371846,3639,11939,2.2611158655777883,3336,10945,32,16,Shrub,24
37.209221573494034,-118.64557322685033,3661,12012,2.2749442576903527,3341,10961,27,36,Forest,29
37.20904901663081,-118.64534878669537,3689,12102,2.2921297782244836,3346,10978,24,43,Shrub,18
37.20887197814077,-118.64540311961193,3709,12169,2.3047361351603093,3352,10997,21,34,Shrub,18
37.20870975794627,-118.64535290464487,3728,12230,2.31629297351396,3358,11017,19,33,Shrub,0
37.20850572021724,-118.64550809326093,3754,12317,2.3327938830790003,3366,11043,18,19,Shrub,0
37.20829307677525,-118.6455461535505,3778,12396,2.347651252599063,3374,11070,24,28,Shrub,0
37.2081153354919,-118.64558977633874,3798,12462,2.360178397307215,3383,11099,31,32,Shrub,0
37.207977526069364,-118.64548670142581,3816,12520,2.371273925075683,3393,11132,32,8,Shrub,0
37.207763669929385,-118.6456270135671,3843,12608,2.3879643705809435,3403,11165,32,11,Shrub,0
37.20767052543996,-118.64551064405339,3858,12656,2.3970533728764694,3408,11181,31,9,Shrub,0
37.20765243119749,-118.64519431197489,3886,12749,2.4145252631418574,3414,11201,31,281,Shrub,0
37.20755083046219,-118.64494249138656,3911,12831,2.430076805706862,3421,11224,29,342,Shrub,0
37.20741507157932,-118.6448944989448,3927,12882,2.4398324392058695,3427,11243,29,348,Shrub,0
37.207340040267745,-118.64510005033468,3947,12948,2.4522891507112767,3434,11266,33,349,Shrub,0
37.20718389977961,-118.64516488017631,3965,13008,2.4636646990032944,3444,11299,38,346,Shrub,10
37.207019969308696,-118.64522225632368,3984,13070,2.475436197095806,3456,11339,39,349,Shrub,10
37.20684804452343,-118.64538671540546,4008,13149,2.4903865021271643,3470,11385,31,6,Shrub,0
37.20668040560526,-118.64561416224211,4035,13239,2.5074590100015497,3484,11430,33,23,Shrub,0
37.206456234928,-118.64579018503088,4065,13336,2.5257476924489004,3497,11473,31,77,Shrub,0
37.206218351856954,-118.64595229059358,4095,13435,2.5444695573567606,3506,11503,41,90,Shrub,0
37.20595224403016,-118.64594332988997,4125,13532,2.562883011992765,3509,11512,45,87,Barren,0
37.205679778743324,-118.64592291514629,4155,13632,2.5817631260799248,3509,11512,40,93,Barren,0
37.20541749029957,-118.64597583441116,4185,13729,2.6001385303177598,3508,11509,25,119,Barren,0
37.20525502261713,-118.64622785823909,4213,13823,2.618001212877047,3506,11503,19,152,Shrub,13
37.20507344818695,-118.64646271822534,4242,13918,2.636033495943699,3503,11493,20,157,Shrub,19
37.204924746431004,-118.64675137457512,4273,14018,2.654972852238816,3504,11496,21,138,Shrub,21
37.20486332681703,-118.64708001954888,4303,14116,2.673570600957978,3506,11503,23,145,Shrub,17
37.20475002540644,-118.64739257274297,4333,14216,2.6924896603291737,3508,11509,20,150,Shrub,12
37.20461952458825,-118.64769478516405,4364,14316,2.7114290160354577,3509,11512,10,139,Shrub,12
37.204442350481884,-118.64795235884345,4394,14415,2.7301790119978153,3511,11519,8,129,Shrub,0
37.20436633972507,-118.6482704547764,4423,14512,2.748475644793018,3514,11529,15,98,Shrub,0
37.20444962719062,-118.6484206710569,4439,14565,2.7585593017794943,3519,11545,19,110,Grassland,9
37.204570453635974,-118.64855184664775,4457,14624,2.7696081860439876,3524,11562,21,116,Shrub,0
37.20461181779643,-118.64872471636673,4473,14676,2.7795526101873307,3531,11585,25,118,Shrub,0
37.20441289380746,-118.64896093860364,4504,14776,2.798491965838496,3536,11601,30,99,Grassland,0
37.20416320480522,-118.64903071807791,4532,14869,2.8161857901823324,3540,11614,28,95,Grassland,13
37.203918300472914,-118.64916833990543,4562,14967,2.834745352915788,3544,11627,28,101,Grassland,0
37.20367461458564,-118.64926496496233,4591,15061,2.852421895782769,3550,11647,30,70,Grassland,0
37.203402175966445,-118.64928904320448,4621,15161,2.871313269941529,3557,11670,31,64,Grassland,0
37.20313126699027,-118.6493059152692,4651,15260,2.8900752453549865,3562,11686,27,79,Grassland,0
37.20287286887406,-118.64928114207507,4680,15354,2.908000832043653,3567,11703,32,70,Grassland,0
37.20260584247706,-118.64924265453556,4710,15452,2.926592524301929,3571,11716,32,81,Grassland,8
37.202335039298305,-118.64929343013158,4740,15552,2.9455318813680136,3573,11722,30,81,Barren,0
37.2020714234274,-118.64928713964213,4770,15649,2.9637696404960225,3575,11729,26,93,Barren,0
37.20182563473977,-118.6493243343257,4797,15739,2.9808940459298023,3578,11739,23,116,Barren,0
37.20184606395562,-118.64956636794294,4819,15810,2.9943035781043146,3584,11759,24,132,Shrub,0
37.202037359025056,-118.64976679512529,4847,15901,3.0115379438790826,3591,11781,21,123,Barren,0
37.20204835264182,-118.65007870867638,4874,15992,3.028739623393689,3597,11801,9,158,Shrub,0
37.2020520014328,-118.65041867765143,4904,16091,3.047471897263483,3601,11814,8,84,Shrub,0
37.20215147867876,-118.65073295735752,4934,16189,3.0661042179942397,3606,11831,11,72,Grassland,0
37.20226149857503,-118.65103811965636,4964,16287,3.0845592101546324,3610,11844,12,57,Grassland,0
37.20227849179841,-118.65136154096552,4993,16381,3.102416765940524,3613,11854,9,45,Grassland,0
37.20231613090352,-118.65168812850773,5022,16477,3.1205974124034666,3616,11864,7,68,Barren,0
37.202218455660024,-118.65200439573773,5052,16575,3.139286081171098,3620,11877,8,59,Barren,0
37.20203618777408,-118.65226092091055,5083,16675,3.158225434845113,3626,11896,17,31,Barren,0
37.201905372822985,-118.65255855101839,5113,16774,3.1769542474299914,3632,11916,11,16,Grassland,0
37.20182218682864,-118.65288359878517,5143,16874,3.195764468225093,3638,11936,15,65,Barren,0
37.20164485900632,-118.65311771290837,5172,16968,3.2135640307342843,3643,11952,10,74,Grassland,0
37.20143340515436,-118.6533299005555,5202,17067,3.2322883495527734,3650,11975,16,74,Shrub,0
37.20121781940662,-118.65353484576305,5232,17165,3.2509932345099077,3657,11998,14,65,Shrub,0
37.20105594175387,-118.65380217473839,5262,17263,3.2694948547472213,3665,12024,21,70,Shrub,0
37.200883414208334,-118.65395815976137,5285,17341,3.2842011487627505,3672,12047,21,79,Barren,0
37.20070308693448,-118.65411250801378,5310,17420,3.2992975555056634,3679,12070,20,77,Barren,0
37.20048,-118.65422772551659,5337,17508,3.315983324651536,3686,12093,18,82,Barren,0
37.20038044212404,-118.65450950322176,5364,17598,3.3329669902428662,3695,12123,20,76,Grassland,0
37.20035460966744,-118.65482156133022,5392,17689,3.3502528010561154,3703,12149,16,80,Barren,0
37.20020552581531,-118.65507736684813,5420,17782,3.3677164919834888,3710,12172,16,67,Barren,0
37.20027,-118.65540554824544,5450,17880,3.3863399265348404,3716,12192,11,52,Barren,0
37.200181118073814,-118.65571832288927,5479,17977,3.404636503391983,3719,12201,9,13,Grassland,0
37.200063017943535,-118.65602494290692,5509,18076,3.42340159723904,3720,12205,10,311,Barren,0
37.199909065110845,-118.65630384390316,5540,18174,3.4420973018095977,3720,12205,8,308,Barren,0
37.199821366466985,-118.65661959625766,5569,18272,3.460521450274839,3719,12201,7,337,Barren,0
37.19972058563356,-118.65693581058463,5599,18371,3.4792866758916627,3718,12198,7,328,Barren,0
37.19963754059002,-118.65725902583965,5629,18469,3.497998294619457,3717,12195,7,325,Shrub,0
37.199557498062774,-118.65757464645483,5659,18566,3.5162480708456134,3716,12192,6,326,Shrub,0
37.19944121560796,-118.657875635125,5689,18663,3.534679242799142,3716,12192,5,338,Shrub,7
37.19927808130514,-118.65815170856052,5719,18763,3.5536185956994273,3716,12192,5,347,Shrub,0
37.19916985883587,-118.65846118577873,5749,18861,3.572240711536219,3717,12195,5,31,Shrub,7
37.199129386302864,-118.65880115505595,5779,18961,3.5911800679847437,3719,12201,4,30,Shrub,0
37.199067692141995,-118.65913572730581,5810,19061,3.610101533133923,3723,12215,18,94,Barren,0
37.19894161745792,-118.6594260590505,5839,19158,3.6283206603200555,3730,12238,19,106,Barren,0
37.19878699269604,-118.6597091902192,5870,19257,3.6472348298687853,3739,12267,25,97,Barren,0
37.198686148886615,-118.66002317115434,5900,19356,3.665887713555358,3748,12297,24,98,Barren,0
37.19850723464683,-118.66020581537262,5925,19440,3.6818383955985894,3757,12326,22,87,Barren,0
37.19831152609785,-118.66042854217065,5955,19537,3.7001100348453178,3763,12346,25,82,Barren,0
37.19804768121145,-118.6603999194616,5984,19633,3.7184283531131213,3768,12362,23,85,Barren,0
37.197784564392364,-118.66048917011048,6015,19733,3.737280942695027,3772,12375,24,85,Barren,0
37.19752769707785,-118.66055054536183,6044,19828,3.755367554803294,3778,12395,23,66,Barren,0
37.19727134705549,-118.66065794044215,6074,19927,3.774060708671232,3784,12415,26,82,Barren,0
37.19702367233444,-118.66078999999999,6104,20025,3.7926736925725533,3790,12434,25,80,Barren,0
37.1967561800302,-118.6608361422088,6134,20124,3.8113501462835755,3795,12451,22,84,Barren,0
37.196506951974676,-118.66097417347413,6164,20223,3.8301924786817034,3801,12470,22,87,Shrub,0
37.19629809693215,-118.66118941771194,6194,20322,3.848883623165626,3807,12490,16,90,Shrub,0
37.19612132135483,-118.66145155228288,6225,20422,3.867807893099389,3814,12513,15,90,Barren,0
37.195919730539266,-118.66168415707008,6255,20522,3.886747240950478,3819,12530,16,96,Shrub,0
37.19572631880845,-118.66192546788777,6285,20622,3.9056090562313157,3824,12546,18,111,Shrub,0
37.19557647937525,-118.66221315959953,6316,20722,3.9245484071112373,3830,12566,15,98,Shrub,0
37.19554342185788,-118.66251921347887,6343,20812,3.941566200522872,3837,12589,16,95,Shrub,0
37.19546214090427,-118.66283102985427,6372,20907,3.9596437111840883,3845,12615,17,96,Barren,0
37.195341784612964,-118.66313976990588,6403,21007,3.9785830675917135,3851,12635,17,102,Barren,0
37.19514448280202,-118.66337470863225,6433,21106,3.9973934244474636,3855,12648,11,122,Barren,0
37.19490876534964,-118.66352810038236,6463,21203,4.0157585631318655,3855,12648,12,131,Barren,0
37.19463978887864,-118.6635743618049,6493,21302,4.0345376272395415,3855,12648,11,106,Barren,0
37.19438771199057,-118.66368477393186,6523,21400,4.05300481251613,3856,12651,10,71,Barren,0
37.19418036714514,-118.66390150435407,6553,21498,4.071667840332998,3858,12657,9,85,Barren,0
37.19397814810983,-118.66413185189018,6583,21598,4.090555624293273,3862,12671,8,75,Barren,0
37.19377048587626,-118.66435471186364,6614,21698,4.1094532735449425,3865,12680,8,41,Barren,0
37.19354371040586,-118.66450184697754,6642,21791,4.127110709077287,3868,12690,3,74,Barren,0
37.193331166852616,-118.66471313940517,6672,21890,4.14586408329148,3871,12700,10,82,Barren,0
37.193091838614656,-118.66488011259443,6703,21990,4.164803435805607,3874,12710,7,80,Barren,0
37.19286663155305,-118.66507004608663,6733,22089,4.1835702790217635,3876,12717,5,89,Barren,0
37.19267737896055,-118.66531844011428,6763,22189,4.202509631552985,3878,12723,6,81,Barren,0
37.19245268813653,-118.6655041782077,6793,22288,4.221118742568282,3878,12723,6,128,Barren,0
37.192195747399865,-118.66562195031568,6824,22387,4.240039202289138,3878,12723,5,162,Barren,0
37.19193620575846,-118.66573144444564,6854,22487,4.258978557519247,3877,12720,2,139,Barren,0
37.19169279129437,-118.66587538137784,6884,22586,4.277590214966689,3877,12720,0,128,Barren,0
37.19148233068785,-118.66609325198411,6914,22685,4.296459550471124,3877,12720,1,344,Barren,0
37.191323147882976,-118.66636137626747,6944,22783,4.314885598875701,3878,12723,1,101,Barren,0
37.191113833483485,-118.66655969990991,6973,22878,4.3330253239231,3882,12736,22,47,Barren,0
37.19094961622096,-118.66682739486279,7003,22977,4.35164286631106,3892,12769,32,271,Barren,0
37.19079854187147,-118.66711404875667,7034,23077,4.370582214442344,3906,12815,37,33,Barren,0
37.19062840176794,-118.66737817610807,7064,23176,4.389299287799795,3919,12858,26,28,Ice,0
37.19038932573671,-118.66753388155027,7094,23274,4.407929585174336,3924,12874,3,184,Barren,0
37.19012633182837,-118.66762951569876,7124,23374,4.426868942227694,3920,12861,30,217,Barren,0
37.189975193002724,-118.66789091224521,7153,23468,4.444666879211271,3909,12825,27,208,Barren,0
37.18984444647519,-118.66818967586721,7183,23567,4.4634504201400675,3895,12779,32,212,Barren,0
37.18967622105049,-118.6684459298317,7213,23664,4.481747787317965,3880,12730,26,213,Barren,0
37.18954344068948,-118.66871319717244,7241,23755,4.499104470190874,3866,12684,24,221,Barren,0
37.18929715751673,-118.66880268855766,7269,23849,4.516839414700747,3853,12641,24,213,Barren,0
37.18916882055697,-118.66901994211516,7293,23928,4.531743207100553,3842,12605,25,216,Barren,0
37.18890363064266,-118.66893439698151,7324,24028,4.550682564594702,3832,12572,27,235,Barren,0
37.18883279912627,-118.66914839737878,7344,24095,4.563452270269755,3823,12543,27,230,Barren,0
37.188744098192444,-118.66938425064555,7367,24171,4.577824329809568,3813,12510,24,217,Barren,0
37.188594539324875,-118.6696390112234,7395,24263,4.595262802296198,3803,12477,23,199,Barren,0
37.18850266959333,-118.66985754462982,7417,24335,4.608878879499824,3793,12444,26,196,Barren,0
37.188241923829054,-118.66988214535313,7446,24430,4.626965692372863,3783,12411,22,210,Barren,0
37.18801086165344,-118.6700632245119,7477,24530,4.645807538079887,3773,12379,20,205,Shrub,0
37.187865275506056,-118.67031598650509,7504,24621,4.662995149910868,3765,12352,21,211,Shrub,0
37.18785240124108,-118.67065930023786,7535,24721,4.681934505959192,3759,12333,22,196,Shrub,0
37.18783465209278,-118.67100069581443,7565,24820,4.700787235663466,3755,12320,22,172,Shrub,0
37.18768837436316,-118.67128939038618,7596,24920,4.719640898258394,3748,12297,26,187,Shrub,0
37.18753327631012,-118.67147693752693,7620,24998,4.734537356511694,3739,12267,31,196,Barren,0
37.18737414873104,-118.67174315719078,7649,25095,4.752877682068426,3730,12238,24,181,Barren,0
37.18724406458147,-118.6720340878815,7679,25192,4.771262107913306,3720,12205,25,183,Barren,0
37.1870709865259,-118.67224049326295,7705,25280,4.787775668083861,3710,12172,30,191,Barren,0
37.18690857457404,-118.67233299779818,7725,25345,4.800112227831634,3699,12136,25,196,Barren,0
37.186711361853895,-118.67249413618539,7751,25431,4.816389044570296,3686,12093,29,204,Barren,0
37.1864384201469,-118.67246684201469,7782,25531,4.8353284021159615,3674,12054,27,206,Grassland,0
37.18629352794644,-118.67269897516736,7808,25616,4.851578998848031,3662,12014,21,215,Grassland,0
37.186198597580244,-118.67293937281129,7832,25694,4.866364562820904,3649,11972,32,223,Barren,0
37.18601787389737,-118.67317220474592,7860,25789,4.884278040884076,3637,11932,22,224,Barren,0
37.18578974789059,-118.6733365336231,7890,25885,4.902471460364557,3625,11893,23,207,Shrub,0
37.18569780063927,-118.67364663923289,7919,25981,4.920705553872981,3614,11857,29,212,Shrub,0
37.18556594508982,-118.6739216473054,7948,26075,4.938393219411654,3603,11821,21,223,Shrub,0
