Lat,Lng,Distance (meters),Distance (feet),Distance (miles),Elevation (meters),Elevation (feet),Slope (degrees),Aspect (degrees),Landcover,Canopy (percent)
36.77178705731601,-118.34579756690168,1233,4045,0.7660432191033955,2965,9728,18,87,Shrub,15
36.77192341239551,-118.34570992209439,1250,4101,0.7766517312732972,2970,9744,19,75,Shrub,15
36.771854736410496,-118.34604081547673,1280,4201,0.7955910860102186,2975,9760,26,99,Shrub,16
36.7717480917284,-118.34634785694645,1310,4299,0.8141339167509674,2982,9783,31,146,Shrub,26
36.77167438957118,-118.34667705991538,1341,4399,0.8330732681200403,2987,9800,41,154,Shrub,26
36.77158881051634,-118.34700066245773,1371,4498,0.851955194119718,2990,9810,34,157,Shrub,28
36.77146978271081,-118.3473084929893,1402,4598,0.8708945377175997,2992,9816,25,151,Shrub,38
36.771350754980205,-118.34761632332705,1432,4698,0.8898338932378642,2995,9826,16,136,Shrub,38
36.77128185371635,-118.34794517026911,1462,4798,0.9086675750619851,2999,9839,19,119,Shrub,18
36.77111431707594,-118.34820629964919,1492,4896,0.9272050237764526,3002,9849,19,130,Shrub,25
36.77121712422348,-118.34823110606789,1504,4934,0.934447867322198,3005,9859,18,131,Shrub,23
36.77110022759489,-118.3483983712658,1524,4999,0.9467471645667995,3007,9865,27,115,Shrub,18
36.77135360094902,-118.34833309388772,1552,5093,0.964642470327251,3010,9875,19,113,Shrub,23
36.77142715092995,-118.34835212267512,1561,5121,0.9698380694486973,3014,9888,16,113,Shrub,23
36.77125602037424,-118.34860318370062,1590,5217,0.988103552666175,3017,9898,23,96,Shrub,23
36.77099879242991,-118.34871030189254,1620,5316,1.0068599786540813,3019,9905,29,117,Shrub,17
36.770730316458895,-118.34877742088528,1651,5416,1.0257993354431516,3020,9908,31,82,Shrub,16
36.770462597458966,-118.34879113998784,1681,5514,1.0443332122450424,3020,9908,31,85,Shrub,11
36.770204102284005,-118.3486853378171,1711,5613,1.0631499837013834,3021,9911,30,91,Shrub,13
36.77025998720036,-118.34881994880146,1724,5658,1.0715507919486191,3025,9925,30,89,Shrub,13
36.770495210401066,-118.34895574876397,1753,5752,1.0894769660935706,3030,9941,33,88,Shrub,11
36.770315773498126,-118.34901450736163,1774,5820,1.102308623854043,3032,9948,32,91,Shrub,13
36.770043774563284,-118.34901270196508,1804,5920,1.12112321713548,3036,9961,31,99,Shrub,28
36.77018033785142,-118.34915263513143,1824,5984,1.1333439753327863,3040,9974,34,95,Shrub,13
36.7699402518902,-118.34924740414291,1852,6076,1.150761266466678,3047,9997,32,106,Shrub,21
36.77018506789514,-118.34934497736829,1881,6170,1.1685374270632602,3053,10016,35,102,Shrub,13
36.770168971269825,-118.34944875943313,1890,6201,1.174394647693394,3058,10033,26,106,Shrub,13
36.76993825626876,-118.34962039790585,1920,6299,1.1929721895402081,3062,10046,18,119,Shrub,17
36.76991686572044,-118.3497417377573,1931,6335,1.199856368136121,3064,10052,13,119,Shrub,21
36.770187068739375,-118.34970448733748,1961,6435,1.2186600919395698,3067,10062,15,117,Shrub,13
36.77022903695577,-118.34981160507373,1972,6469,1.2252672345162101,3070,10072,15,121,Shrub,0
36.77010597747288,-118.350088720868,2000,6562,1.2428234225217558,3073,10082,14,137,Shrub,0
36.77020266645425,-118.35028137793356,2020,6629,1.2554203491260802,3077,10095,14,151,Shrub,0
36.770395504323105,-118.35019571885981,2043,6703,1.2695783151526823,3079,10102,14,135,Shrub,10
36.77063613174646,-118.3500391162906,2073,6802,1.288348665814031,3081,10108,15,105,Shrub,0
36.770878922582085,-118.35007784516418,2101,6892,1.3052791954955199,3083,10115,13,94,Shrub,21
36.77109839001959,-118.35027645502285,2131,6991,1.3240289756785002,3085,10121,10,61,Shrub,16
36.77099889137244,-118.35041032606694,2147,7044,1.334147614349052,3087,10128,10,80,Shrub,0
36.7708777340687,-118.35056269151075,2166,7107,1.3460432090234138,3090,10138,9,102,Shrub,17
36.77102740519115,-118.35083221557342,2195,7203,1.3642146113203408,3094,10151,13,103,Shrub,0
36.77124856993453,-118.35099,2224,7296,1.3818345771946392,3099,10167,17,108,Shrub,22
36.77140566979848,-118.35109332885932,2244,7361,1.3941172134366304,3104,10184,22,109,Shrub,19
36.77120714947894,-118.35132599381966,2274,7460,1.4129520499784973,3109,10200,25,110,Shrub,19
36.770973959697265,-118.3515041532083,2304,7560,1.4318628504700786,3112,10210,27,110,Shrub,17
36.77073863087937,-118.35167184009069,2335,7659,1.450605704554732,3115,10220,27,115,Shrub,17
36.770594888765174,-118.35183237022603,2356,7730,1.4639463737816598,3118,10230,22,126,Shrub,22
36.77067392643239,-118.35194780887264,2370,7774,1.4723607131941387,3122,10243,22,131,Shrub,24
36.77078708670844,-118.35197735260019,2382,7816,1.480357417004066,3126,10256,21,128,Shrub,24
36.77105419195652,-118.35190254306906,2413,7916,1.4992925084650508,3130,10269,26,117,Shrub,15
36.77100602102506,-118.35200704027201,2424,7952,1.5059727921874715,3133,10279,25,124,Shrub,15
36.770854899926235,-118.35228510007376,2454,8050,1.5245909628660153,3136,10289,20,129,Shrub,24
36.770655666493134,-118.35251523366304,2484,8149,1.5433663174051755,3138,10295,23,116,Shrub,25
36.770446834784934,-118.35271158260753,2513,8244,1.5614499874094685,3141,10305,22,115,Shrub,21
36.77063992844602,-118.35270627683275,2534,8315,1.5748096252707258,3143,10312,24,118,Shrub,21
36.770889454943536,-118.35257878754705,2564,8413,1.593459113369914,3146,10322,24,121,Shrub,25
36.77070494233069,-118.35278673074367,2592,8504,1.610653328827452,3149,10331,24,118,Shrub,25
36.770500414074675,-118.35301398436147,2623,8604,1.6295926836753902,3152,10341,26,108,Shrub,20
36.77053013758991,-118.35307397248202,2629,8625,1.633501014506221,3155,10351,25,106,Shrub,20
36.77080049839975,-118.35302008306662,2659,8725,1.652438906700334,3159,10364,21,119,Shrub,19
36.77105320372731,-118.35302922236386,2687,8817,1.6699260173676655,3162,10374,18,120,Shrub,24
36.77085201645145,-118.35320856555305,2715,8908,1.6870259282324003,3165,10384,18,117,Shrub,16
36.77067696419131,-118.35346137292716,2745,9005,1.705541540460932,3169,10397,19,104,Shrub,16
36.77046856380909,-118.3536814361909,2775,9105,1.724422082749782,3174,10413,19,107,Shrub,18
36.77031118175197,-118.35395763649605,2805,9204,1.7432028432716178,3178,10427,16,124,Shrub,0
36.770224770185706,-118.35427693664712,2835,9303,1.7618772016998658,3180,10433,11,162,Barren,13
36.77009392135648,-118.35457620971606,2866,9402,1.7807687794810796,3179,10430,11,184,Shrub,15
36.77003369392959,-118.3549028760419,2896,9501,1.799342174310665,3179,10430,6,189,Shrub,30
36.77013974023988,-118.35519922071961,2925,9596,1.8173261981263602,3178,10427,6,196,Shrub,25
36.77016961428498,-118.35552667619685,2954,9692,1.8355873527720685,3178,10427,4,178,Shrub,25
36.77025063590543,-118.3558318827896,2983,9786,1.8534028686284076,3179,10430,6,177,Forest,24
36.770431435713235,-118.35607929464155,3013,9884,1.8719589943242572,3182,10440,14,183,Shrub,21
36.77058754947563,-118.3563309995006,3041,9977,1.8895974100665331,3186,10453,20,188,Shrub,26
36.770684983757135,-118.35662042231459,3069,10069,1.9069924929507187,3192,10472,26,153,Shrub,21
36.77059004229664,-118.35692991540672,3099,10166,1.9253554453086523,3197,10489,32,125,Shrub,22
36.77038768502183,-118.3571579685153,3129,10265,1.9442125601587532,3199,10495,30,124,Shrub,22
36.77013502577941,-118.35727382632352,3159,10364,1.962830866813,3199,10495,29,125,Shrub,24
36.76993212304109,-118.35749515939825,3189,10462,1.9814689697513315,3200,10499,27,126,Shrub,27
36.76976415906901,-118.35776510149624,3219,10562,2.00040832472012,3203,10509,25,128,Shrub,25
36.76961185953544,-118.3580488971501,3250,10662,2.0193357914970362,3205,10515,23,127,Shrub,19
36.76942295642761,-118.35828369349761,3279,10759,2.0377746300479225,3208,10525,23,132,Shrub,25
36.76926866455959,-118.35856168510357,3310,10858,2.056513974187363,3210,10531,26,148,Forest,29
36.769229959342844,-118.35890004472287,3340,10958,2.0754524340782106,3211,10535,24,167,Shrub,22
36.769135479915235,-118.35918535728763,3368,11049,2.092558944541632,3213,10541,21,166,Shrub,20
36.76918926628031,-118.35951721186515,3398,11148,2.1113193977082942,3216,10551,17,167,Shrub,21
36.76927737483258,-118.35984081191404,3428,11248,2.130257305519535,3220,10564,15,167,Shrub,24
36.769409424267025,-118.36012769706812,3458,11345,2.14859072593572,3225,10581,15,171,Shrub,22
36.7695522445308,-118.36025169185378,3477,11408,2.160623883316399,3229,10594,14,176,Shrub,22
36.769677420540326,-118.35994769297349,3508,11508,2.179563246053059,3233,10607,16,177,Shrub,24
36.76981048186127,-118.35995954791039,3523,11557,2.1887905864706663,3236,10617,15,180,Shrub,24
36.769875891106466,-118.36028825498954,3553,11656,2.207557417349017,3240,10630,16,175,Shrub,21
36.770008730642274,-118.36058714394511,3583,11756,2.226496778845876,3245,10646,19,176,Shrub,26
36.77011083130037,-118.36090304810138,3614,11856,2.2453716674232735,3248,10656,19,177,Shrub,24
36.7701500296042,-118.36122983717688,3643,11952,2.263680488583227,3253,10673,20,173,Shrub,21
36.77030872076881,-118.36105215706456,3667,12030,2.278425433309868,3256,10682,19,173,Shrub,21
36.770377826968584,-118.3607245876989,3697,12129,2.2971944680014094,3258,10689,19,176,Shrub,24
36.77036443855911,-118.36038318325748,3727,12229,2.3161338250544183,3259,10692,18,172,Shrub,21
36.77047006986632,-118.36027008982812,3743,12280,2.325759469072431,3263,10705,18,173,Shrub,26
36.77064283348855,-118.36036869802834,3764,12349,2.3388994303179342,3266,10715,19,172,Shrub,25
36.77076609530318,-118.36006347829688,3795,12449,2.3578387932264238,3271,10732,19,172,Shrub,22
36.77093789302848,-118.3599523662856,3816,12520,2.3712222390710447,3276,10748,17,169,Shrub,19
36.770984897601316,-118.36027166012049,3845,12615,2.3892099737459778,3279,10758,18,171,Shrub,0
36.77099018201038,-118.36060799788578,3875,12713,2.4078493734534625,3281,10764,18,176,Shrub,0
36.770979812776886,-118.36094775332262,3905,12813,2.426688214569815,3282,10768,17,176,Shrub,0
36.771035876072,-118.3612823155861,3936,12913,2.445626925874798,3284,10774,15,176,Shrub,15
36.77109212386236,-118.36161684191823,3966,13013,2.464566292686906,3285,10778,14,183,Shrub,16
36.77114837167248,-118.36195136836793,3997,13113,2.4835056528459023,3287,10784,13,180,Shrub,17
36.77127923105988,-118.3622402055545,4026,13210,2.501891930321452,3290,10794,11,182,Shrub,17
36.77149023590764,-118.36245543278524,4057,13310,2.5207396200674306,3294,10807,12,185,Shrub,9
36.77171494409105,-118.36264211411951,4087,13408,2.539409925573343,3299,10823,13,164,Shrub,9
36.771840257170396,-118.3629293966317,4116,13504,2.557534597652594,3305,10843,20,164,Barren,0
36.771885955552186,-118.36326642219737,4146,13604,2.576473956939583,3309,10856,18,173,Shrub,0
36.77195,-118.36359150529259,4176,13702,2.5950227274652713,3312,10866,16,175,Shrub,11
36.77192982405202,-118.36393175947975,4207,13802,2.6139268939911315,3315,10876,14,148,Shrub,17
36.77182042387932,-118.3642121193966,4235,13893,2.6312060490548763,3319,10889,15,124,Shrub,24
36.7720518215628,-118.36433,4262,13984,2.648493303679511,3323,10902,13,132,Shrub,0
36.77231006597138,-118.36426467546285,4292,14080,2.666719226582549,3327,10915,15,143,Barren,11
36.77252969298194,-118.36412880118442,4319,14170,2.683674027443256,3332,10932,14,163,Barren,11
36.77251778021902,-118.3644703003882,4349,14270,2.70261338285116,3336,10945,16,142,Shrub,14
36.77250586745702,-118.3648117995655,4380,14370,2.721552739727343,3339,10955,17,158,Shrub,8
36.77250541659755,-118.36515333112162,4410,14470,2.740475983789265,3342,10965,19,170,Shrub,8
36.77239826145679,-118.36542704312592,4438,14559,2.757355900215545,3346,10978,29,116,Barren,0
36.772197068578734,-118.36565439713189,4468,14658,2.7761270913030116,3352,10997,38,114,Shrub,0
36.77201793401339,-118.3659120659866,4498,14758,2.795030997184938,3353,11001,33,131,Barren,0
36.77175603592128,-118.36599459161837,4528,14856,2.813714804604117,3356,11010,31,105,Barren,0
36.771514086527326,-118.36614531805591,4558,14955,2.8324186027691294,3359,11020,32,84,Barren,0
36.77125504413431,-118.36621672907175,4588,15052,2.8507683856543635,3360,11024,37,97,Barren,0
36.77098300810552,-118.36618817159243,4618,15152,2.869651689830343,3360,11024,34,86,Shrub,0
36.77071171174681,-118.36614199348881,4649,15252,2.8885910474036627,3361,11027,23,68,Shrub,0
36.770749157871805,-118.36623925186905,4658,15283,2.894570125755497,3363,11033,35,77,Shrub,0
36.770745791497774,-118.3663,4664,15301,2.897944115716441,3370,11056,41,80,Shrub,0
36.77052989035892,-118.36647524669243,4692,15395,2.9157573429050525,3377,11079,32,108,Shrub,0
36.77058249592135,-118.36655269544511,4702,15425,2.921383698652309,3381,11093,28,108,Shrub,0
36.770756620812556,-118.36647708798604,4722,15492,2.9341357863272552,3383,11099,40,91,Shrub,0
36.77088181955763,-118.36648981653084,4736,15538,2.9428245281349894,3385,11106,44,91,Shrub,0
36.77109896078229,-118.3665108575193,4760,15618,2.9578894936410665,3391,11125,42,92,Shrub,0
36.770897488378175,-118.36672212521849,4790,15714,2.9760894897028884,3398,11148,34,101,Shrub,0
36.77087366671835,-118.36685618178998,4802,15754,2.9836978822606484,3402,11161,30,112,Shrub,0
36.77113393993339,-118.36675212102331,4832,15854,3.002601891452843,3404,11168,34,92,Shrub,0
36.771401086177896,-118.36680736422777,4862,15953,3.021332352376864,3407,11178,37,67,Barren,0
36.77126130070094,-118.36688829978667,4880,16009,3.0319907199862497,3412,11194,32,84,Barren,0
36.771036297244734,-118.3670686817576,4909,16107,3.050487156534143,3416,11207,23,110,Shrub,0
36.77115425425029,-118.36706287287484,4922,16150,3.058652658224764,3420,11220,22,98,Shrub,0
36.77114472550781,-118.36714832939062,4930,16175,3.063433279964777,3422,11227,14,102,Shrub,0
36.77109033659201,-118.36726853595252,4942,16215,3.071082750788386,3423,11230,9,114,Shrub,0
36.77134450547855,-118.36714220280227,4973,16315,3.0900060144424857,3421,11224,16,72,Barren,0
36.7716106592901,-118.36709766482251,5003,16413,3.108580687701775,3422,11227,22,119,Shrub,0
36.77185566356795,-118.36721122685017,5032,16509,3.1266581742246045,3426,11240,14,151,Shrub,0
36.771978864266586,-118.36742715985089,5056,16586,3.141347154775296,3431,11257,13,155,Barren,0
36.77217579951291,-118.3676646405891,5086,16686,3.160286515606928,3436,11273,10,173,Barren,0
36.77238154096819,-118.36788995991088,5116,16786,3.1792176073551603,3443,11296,16,177,Shrub,0
36.77259037504533,-118.36811091082437,5147,16886,3.198152628103722,3449,11316,19,177,Barren,0
36.77270493940935,-118.36842094632932,5177,16986,3.2170704536770334,3454,11332,17,182,Barren,0
36.77280619977826,-118.36873853566819,5208,17086,3.236009819146168,3457,11342,17,183,Barren,0
36.772882057565724,-118.36906082302629,5238,17184,3.2546216547223508,3460,11352,16,186,Barren,0
36.77298945413487,-118.36881621099036,5263,17266,3.2700771597883818,3464,11365,16,183,Barren,0
36.773091082200494,-118.36849899214106,5293,17366,3.289006824192263,3467,11375,16,181,Barren,0
36.77317398707119,-118.3685459667545,5303,17399,3.295304397896101,3470,11385,16,180,Shrub,0
36.77329357114379,-118.36885346865546,5334,17499,3.3142437771301254,3474,11398,17,182,Barren,0
36.77341315529186,-118.36916097075053,5364,17599,3.333183144411415,3477,11407,18,183,Shrub,0
36.77353756975667,-118.36946513951335,5395,17699,3.352106110157791,3481,11421,17,185,Shrub,0
36.77368076756388,-118.36975594862007,5425,17799,3.371019776563621,3485,11434,19,182,Shrub,0
36.77371846351255,-118.37009380272387,5456,17899,3.389919674537331,3488,11444,21,165,Barren,0
36.77370295082363,-118.37043508187995,5486,17999,3.40885903177393,3493,11460,18,145,Barren,0
36.77370768442587,-118.3707766393315,5516,18099,3.427786221107637,3497,11473,19,145,Barren,0
36.773644051662465,-118.37110495096799,5547,18198,3.446501625832369,3502,11490,20,148,Barren,0
36.773621823326906,-118.37144516048532,5577,18297,3.4654139208925825,3507,11506,20,150,Barren,0
36.77360276131145,-118.37178615876171,5608,18397,3.484353272006943,3511,11519,23,154,Barren,0
36.773583699298364,-118.3721271569959,5638,18497,3.5032926254643026,3515,11532,23,160,Barren,0
36.773564637287635,-118.3724681551879,5668,18597,3.522231981264692,3519,11545,24,163,Barren,0
36.773536514909935,-118.37280753926788,5699,18697,3.541136306560548,3522,11555,27,157,Barren,0
36.7735877376685,-118.37280156838492,5705,18716,3.54469482626159,3525,11565,27,157,Barren,0
36.77374403604773,-118.37252159261678,5735,18816,3.5636029369191284,3528,11575,25,160,Barren,0
36.77390910610747,-118.37224886817026,5766,18916,3.5825423087428887,3532,11588,24,156,Barren,0
36.77407417628033,-118.37197614353684,5796,19016,3.6014816675871706,3535,11598,25,153,Barren,0
36.77424495111546,-118.3717089649315,5827,19116,3.6204203327803857,3538,11608,28,154,Barren,0
36.77442575501809,-118.37145328581224,5857,19216,3.639317028390434,3542,11621,29,149,Barren,0
36.774625806613685,-118.37121989228405,5887,19316,3.658256394869894,3546,11634,28,146,Barren,0
36.774755885059946,-118.37111234482015,5905,19373,3.6690481991401764,3550,11647,30,147,Barren,0
36.774681184795604,-118.37143995282491,5935,19472,3.6879205542016664,3554,11660,29,147,Barren,0
36.77459896544401,-118.3717585064673,5965,19570,3.706463797389686,3560,11680,29,148,Barren,0
36.77456447970019,-118.37209761628148,5995,19670,3.725403145934879,3565,11696,25,150,Barren,0
36.77452999396401,-118.37243672602061,6026,19770,3.7443424986733933,3570,11713,25,153,Barren,0
36.774495508235454,-118.37277583568466,6056,19870,3.7632818556037786,3575,11729,25,152,Barren,0
36.774434001222986,-118.37310859391562,6087,19970,3.7822030187836884,3579,11742,27,151,Barren,0
36.77436735784447,-118.37344014472377,6117,20070,3.8011423441526726,3583,11755,27,153,Barren,0
36.7743007144932,-118.37377169539634,6148,20170,3.8200816772657933,3586,11765,28,154,Barren,0
36.77423407116918,-118.37410324593334,6178,20270,3.839021018123772,3589,11775,27,153,Barren,0
36.77416742787241,-118.37443479633477,6209,20370,3.857960366726566,3593,11788,27,154,Barren,0
36.774100784602894,-118.37476634660061,6239,20470,3.87689972307337,3597,11801,28,151,Barren,0
36.77402541905934,-118.37509145235164,6269,20569,3.895651664725686,3600,11811,34,147,Barren,0
36.77389042764262,-118.37538862779641,6300,20669,3.914580289426932,3601,11814,38,147,Barren,0
36.7737411130263,-118.37567384350206,6330,20769,3.9334587256336224,3602,11818,38,151,Barren,0
36.77359948019894,-118.37595997937001,6360,20867,3.952095161031719,3601,11814,38,145,Barren,0
36.77342332017125,-118.37621918476455,6391,20967,3.970929484691421,3599,11808,36,147,Barren,0
36.77322406001483,-118.37645256840543,6421,21066,3.9898286541538663,3598,11804,24,121,Barren,0
36.77303455598462,-118.37661227799232,6446,21150,4.00564403632398,3596,11798,15,196,Barren,0
36.773206607930916,-118.37686263115968,6476,21246,4.023920857981776,3595,11795,28,229,Barren,0
36.77337319377335,-118.37713383252803,6506,21346,4.042856672948658,3593,11788,33,223,Barren,0
36.77356166115854,-118.37738050349907,6537,21446,4.0617441740011495,3592,11785,31,223,Barren,0
36.77371030538272,-118.37766669220083,6567,21546,4.080642522119655,3590,11778,29,218,Barren,0
36.77382477055367,-118.37797527485309,6597,21645,4.099484171864236,3587,11768,32,205,Barren,0
36.77368192835446,-118.37784938419215,6617,21709,4.111578630641873,3584,11759,31,213,Barren,0
36.77350738352631,-118.37765436563681,6643,21795,4.127781074606039,3580,11745,31,220,Barren,0
36.77360498430473,-118.37797370683802,6674,21895,4.146718775148128,3576,11732,32,213,Barren,0
36.773513709028705,-118.37789429082255,6686,21935,4.154414378768169,3572,11719,32,219,Barren,0
36.7733013936601,-118.37769076017823,6716,22033,4.172930478969923,3569,11709,30,222,Barren,0
36.77344737271584,-118.37797349367465,6746,22132,4.191568015797509,3565,11696,32,220,Barren,0
36.77355990362878,-118.37828511774123,6776,22232,4.210507384699915,3563,11690,32,210,Barren,0
36.773671105621105,-118.3785972655101,6807,22331,4.229435646297242,3559,11677,31,210,Barren,0
36.773722208923424,-118.37893308721108,6837,22431,4.248375006017837,3554,11660,29,211,Shrub,0
36.77374327627817,-118.37927278691578,6867,22531,4.267252754732211,3547,11637,27,214,Shrub,0
36.77374830231906,-118.3796145576964,6898,22631,4.286192112541827,3539,11611,28,216,Shrub,0
36.77376672650962,-118.37993345301925,6926,22725,4.303906738833115,3531,11585,28,214,Shrub,0
36.77377204166491,-118.38027037506845,6957,22823,4.322577870867886,3522,11555,27,212,Barren,0
36.773763281319816,-118.38061202852722,6987,22923,4.341517228062787,3515,11532,29,217,Barren,0
36.77367691444528,-118.38055305750188,6998,22959,4.348326401183393,3510,11516,30,211,Barren,0
36.7735886854714,-118.38051045077279,7008,22994,4.35486991423621,3506,11503,30,210,Barren,0
36.77367577448093,-118.38081260534163,7037,23088,4.372661957450626,3503,11493,26,219,Barren,0
36.77352174707756,-118.38054661393649,7066,23184,4.390847306811106,3501,11486,28,209,Barren,0
36.77360749872622,-118.38087124517784,7097,23284,4.409786670260603,3497,11473,27,218,Barren,0
36.77372210970414,-118.38117749756486,7127,23383,4.4285155280778286,3492,11457,30,238,Shrub,17
36.77388228855096,-118.38145473018434,7157,23483,4.447454888741688,3487,11440,23,223,Shrub,18
36.7738370704599,-118.38171765332456,7181,23561,4.462354392868236,3480,11417,20,222,Shrub,18
36.7736959223742,-118.38184187624577,7201,23624,4.474299831455734,3473,11394,17,219,Shrub,18
36.77349913420539,-118.38203234308375,7228,23715,4.491523414959603,3467,11375,14,212,Shrub,7
36.77331411259141,-118.3817816827704,7259,23815,4.510409153606664,3463,11362,18,195,Shrub,0
36.77311553965598,-118.38154653084354,7289,23915,4.529340988891559,3458,11345,18,221,Shrub,0
36.77296483872724,-118.38162161272756,7307,23974,4.5405644964989,3454,11332,17,214,Shrub,0
36.77293307460048,-118.38195001006456,7337,24071,4.558892058271803,3449,11316,16,201,Shrub,0
36.77285727497408,-118.38227847511233,7367,24171,4.577831415041902,3445,11302,15,199,Grassland,8
36.77281366593238,-118.3825941269275,7396,24265,4.5955788675934865,3441,11289,15,213,Grassland,7
36.77282209917741,-118.38292557038666,7425,24362,4.613952322930653,3437,11276,14,210,Shrub,7
36.77283422078321,-118.38326698057337,7456,24462,4.63288730997752,3433,11263,14,207,Grassland,7
36.772809491981064,-118.38359747325491,7486,24559,4.651278539496749,3429,11250,14,207,Grassland,0
36.772741912701946,-118.38392365866306,7516,24657,4.669946148516841,3424,11234,17,208,Shrub,9
36.77267336927867,-118.38424973040998,7546,24756,4.688624492943375,3419,11217,16,187,Shrub,0
36.772574050880145,-118.38456487279964,7576,24855,4.707388392111326,3414,11201,19,195,Shrub,0
36.77244711313917,-118.38473249539094,7596,24923,4.720169296017981,3409,11184,20,203,Shrub,0
36.77230483310791,-118.38444044690571,7627,25023,4.739108652280465,3407,11178,18,200,Shrub,0
36.772209549788684,-118.3841217964061,7657,25122,4.75795422452844,3405,11171,18,206,Shrub,0
36.772050050974784,-118.38384395976254,7688,25222,4.7768935706995785,3404,11168,18,212,Shrub,9
36.77190439721058,-118.3836410871224,7712,25302,4.7919884875593315,3401,11158,17,213,Shrub,0
36.77185844646753,-118.38397805923806,7742,25402,4.810927844145196,3397,11145,21,213,Shrub,10
36.77185,-118.38431898803591,7773,25502,4.829826858935523,3391,11125,23,208,Shrub,10
